65.6,7.1,1629450
65.9,10.6,1629450
65.9,12.1,1629450
66.1,7.3,1629451
66.2,6.5,1629453
66.1,5.9,1629461
66.2,7.7,1629465
65.9,7.1,1629467
65.9,5.5,1629467
65.9,9.9,1629467
65.9,7.3,1629467
66.0,10.1,1629467
66.0,10.5,1629467
66.1,9.8,1629467
66.2,10.2,1629467
66.2,10.3,1629470
66.1,11.3,1629470
65.9,9.0,1629470
66.1,9.5,1629470
66.0,9.5,1629470
66.2,9.8,1629470
66.3,8.2,1629470
66.4,11.1,1629470
66.3,10.9,1629471
66.1,12.1,1629471
66.1,10.1,1629474
66.2,10.3,1629474
66.2,9.5,1629474
66.3,9.6,1629474
66.3,8.9,1629474
66.3,11.7,1629474
65.9,11.5,1629474
66.0,10.3,1629474
66.2,9.4,1629474
66.3,5.6,1629474
66.1,10.4,1629477
66.2,11.7,1629477
66.2,10.3,1629477
66.2,10.3,1629477
66.3,7.8,1629477
66.3,6.2,1629477
66.2,9.0,1629478
66.0,7.2,1629480
66.0,10.0,1629481
66.1,7.7,1629481
66.1,6.3,1629484
66.2,9.1,1629484
66.2,10.7,1629484
66.2,10.0,1629484
65.9,8.8,1629484
66.1,8.8,1629484
66.1,6.5,1629484
66.1,5.6,1629484
66.3,7.8,1629484
66.3,7.6,1629486
66.2,8.1,1629488
66.3,8.5,1629519
66.1,7.0,1629519
66.2,6.7,1629519
66.2,8.6,1629519
