65.6,6.6,1629240
66.2,8.3,1629240
66.3,9.9,1629240
66.4,11.1,1629240
66.1,7.6,1629240
66.1,9.8,1629243
66.0,9.2,1629243
66.0,9.9,1629243
66.3,9.7,1629244
66.3,10.3,1629244
66.0,7.8,1629244
65.9,7.9,1629246
66.3,8.5,1629246
66.1,9.3,1629246
66.1,9.5,1629248
66.0,7.2,1629251
66.3,7.5,1629251
66.0,7.2,1629251
66.3,4.0,1629251
66.2,5.8,1629251
66.0,7.6,1629251
66.4,6.0,1629251
66.3,7.4,1629251
66.2,9.0,1629251
66.0,9.6,1629251
65.9,9.2,1629255
66.3,9.2,1629255
66.3,9.7,1629255
66.2,12.4,1629259
66.0,10.4,1629264
65.9,12.3,1629264
66.3,8.9,1629271
66.2,9.7,1629284
66.1,9.0,1629290
66.0,10.9,1629294
65.9,8.8,1629299
66.5,7.3,1629299
66.4,6.2,1629299
66.3,6.7,1629311
66.2,8.9,1629317
66.0,6.4,1629319
66.3,6.8,1629320
66.2,8.6,1629321
66.1,7.3,1629323
66.0,11.2,1629324
66.0,8.2,1629328
66.4,7.1,1629328
66.4,9.2,1629328
66.2,7.7,1629329
66.2,10.1,1629329
66.0,8.5,1629329
66.4,4.6,1629329
66.3,5.9,1629329
66.3,6.0,1629330
66.2,8.3,1629331
66.4,10.4,1629335
66.4,6.7,1629337
66.5,7.4,1629337
66.3,8.0,1629337
66.4,6.9,1629338
