65.4,8.0,1628353
65.4,6.5,1628358
65.4,5.1,1628358
65.3,2.6,1628358
65.3,4.2,1628366
65.4,1.5,1628371
65.3,2.1,1628375
65.4,5.2,1628377
65.4,6.7,1628379
66.6,8.3,1628379
66.8,4.6,1628379
66.8,2.9,1628379
66.6,2.7,1628379
66.6,2.7,1628380
66.5,2.4,1628382
66.2,2.1,1628383
66.4,2.6,1628383
66.4,2.4,1628384
66.3,1.7,1628384
66.3,6.1,1628384
66.1,4.5,1628384
66.1,5.4,1628384
66.2,3.1,1628384
66.2,1.5,1628384
66.1,2.2,1628384
66.2,2.5,1628386
66.1,3.9,1628389
66.1,4.5,1628389
66.1,2.3,1628389
66.1,1.8,1628389
66.1,5.9,1628389
66.1,4.7,1628394
66.1,4.6,1628398
66.2,5.1,1628400
66.1,2.7,1628401
66.1,3.0,1628405
66.1,4.1,1628406
66.1,5.1,1628406
66.1,5.0,1628406
66.0,4.9,1628408
66.1,5.8,1628408
66.0,7.5,1628408
66.0,6.0,1628408
66.1,5.4,1628408
66.0,5.7,1628408
66.0,4.5,1628411
66.1,4.9,1628412
66.0,6.4,1628414
66.0,4.8,1628414
66.3,4.2,1628414
66.3,2.5,1628414
66.2,1.7,1628414
66.3,1.8,1628415
66.2,2.2,1628415
66.2,1.8,1628415
66.2,1.7,1628417
66.2,4.4,1628418
66.2,2.6,1628418
66.1,3.6,1628419
66.2,1.9,1628419
