65.6,6.4,1629598
66.3,6.8,1629598
66.1,9.3,1629598
66.2,8.1,1629599
66.4,9.6,1629601
65.9,9.4,1629603
66.2,8.2,1629606
66.3,8.9,1629606
66.0,9.0,1629606
66.1,7.6,1629606
66.3,7.1,1629606
66.1,8.6,1629606
66.2,6.5,1629606
66.0,8.4,1629606
66.3,9.5,1629606
65.9,9.5,1629608
66.0,8.1,1629610
66.3,9.1,1629612
66.1,9.2,1629612
66.3,9.5,1629612
66.3,11.5,1629613
66.2,9.0,1629613
66.4,9.7,1629613
66.1,9.3,1629613
66.2,9.3,1629614
66.4,9.2,1629615
66.2,8.8,1629617
66.3,8.2,1629617
66.2,9.1,1629618
66.4,7.6,1629619
66.6,9.0,1629620
66.3,7.9,1629623
66.3,9.5,1629628
66.0,10.4,1629632
66.3,9.3,1629632
66.5,9.8,1629633
66.2,10.8,1629635
66.3,10.7,1629635
66.1,10.2,1629635
66.3,8.8,1629635
66.4,9.5,1629635
66.2,8.7,1629635
66.4,8.0,1629635
66.5,7.0,1629635
66.2,8.7,1629636
66.4,9.5,1629637
66.6,7.1,1629639
66.5,7.8,1629639
66.6,7.4,1629639
66.4,9.6,1629639
66.6,8.3,1629639
66.7,11.9,1629639
66.3,9.2,1629639
66.5,8.1,1629639
66.5,7.3,1629639
66.4,9.3,1629640
66.4,6.5,1629642
66.5,9.0,1629642
66.3,11.4,1629642
66.5,8.2,1629642
